user_id,product_id,action,timestamp
5,2,click,2025-02-22 23:43:00
5,12,add_to_cart,2025-02-22 23:47:00
6,194,view,2025-02-03 00:00:00
6,187,view,2025-02-03 00:01:00
6,190,view,2025-02-03 00:02:00
6,192,click,2025-02-03 00:07:00
6,191,view,2025-02-03 00:09:00
6,184,click,2025-02-03 00:10:00
6,211,click,2025-02-03 00:14:00
6,126,click,2025-02-03 00:17:00
6,182,view,2025-02-05 10:18:00
6,186,view,2025-02-05 10:21:00
6,193,view,2025-02-05 10:26:00
6,191,view,2025-02-05 10:31:00
6,134,view,2025-02-05 10:33:00
6,215,click,2025-02-05 10:38:00
6,133,click,2025-02-05 10:39:00
6,190,add_to_cart,2025-02-05 10:44:00
6,224,view,2025-02-06 06:48:00
6,215,view,2025-02-06 06:49:00
6,220,click,2025-02-06 06:54:00
6,215,click,2025-02-06 06:57:00
6,181,click,2025-02-06 06:59:00
6,189,click,2025-02-06 07:03:00
7,183,view,2025-02-28 00:00:00
7,188,view,2025-02-28 00:03:00
7,181,view,2025-02-28 00:07:00
7,189,click,2025-02-28 00:08:00
7,122,click,2025-02-28 00:10:00
7,191,add_to_cart,2025-02-28 00:15:00
7,258,click,2025-02-28 00:18:00
7,121,click,2025-02-28 00:20:00
7,195,view,2025-02-28 21:23:00
7,186,view,2025-02-28 21:24:00
7,191,click,2025-02-28 21:26:00
7,194,click,2025-02-28 21:28:00
7,188,view,2025-02-28 21:30:00
7,123,add_to_cart,2025-02-28 21:34:00
7,187,add_to_cart,2025-02-28 21:35:00
7,260,view,2025-03-03 04:40:00
7,260,view,2025-03-03 04:42:00
7,262,click,2025-03-03 04:47:00
7,259,click,2025-03-03 04:50:00
7,261,view,2025-03-03 04:52:00
7,190,click,2025-03-03 04:53:00
7,135,add_to_cart,2025-03-03 04:58:00
7,186,add_to_cart,2025-03-03 05:00:00
7,194,add_to_cart,2025-03-03 05:05:00
7,131,click,2025-03-03 05:08:00
8,128,view,2025-02-05 00:00:00
8,121,view,2025-02-05 00:04:00
8,124,click,2025-02-05 00:08:00
8,133,click,2025-02-05 00:09:00
8,186,click,2025-02-05 00:12:00
8,192,click,2025-02-05 00:17:00
8,223,view,2025-02-05 23:22:00
8,212,view,2025-02-05 23:25:00
8,219,view,2025-02-05 23:26:00
8,217,view,2025-02-05 23:29:00
8,183,click,2025-02-05 23:32:00
8,211,add_to_cart,2025-02-05 23:36:00
8,185,click,2025-02-05 23:38:00
8,194,click,2025-02-05 23:41:00
8,192,click,2025-02-05 23:46:00
8,123,view,2025-02-08 23:49:00
8,126,view,2025-02-08 23:50:00
8,132,click,2025-02-08 23:54:00
8,128,view,2025-02-08 23:57:00
8,259,view,2025-02-09 00:02:00
8,264,click,2025-02-09 00:05:00
8,259,add_to_cart,2025-02-09 00:10:00
8,267,click,2025-02-09 00:14:00
8,265,click,2025-02-09 00:17:00
8,266,add_to_cart,2025-02-09 00:18:00
9,197,view,2025-02-13 00:00:00
9,208,view,2025-02-13 00:03:00
9,196,click,2025-02-13 00:05:00
9,202,view,2025-02-13 00:08:00
9,268,click,2025-02-13 00:13:00
9,205,add_to_cart,2025-02-13 00:16:00
9,163,view,2025-02-14 04:18:00
9,153,view,2025-02-14 04:21:00
9,154,click,2025-02-14 04:25:00
9,160,click,2025-02-14 04:27:00
9,197,view,2025-02-14 04:31:00
9,153,add_to_cart,2025-02-14 04:32:00
9,155,add_to_cart,2025-02-14 04:33:00
9,210,add_to_cart,2025-02-14 04:34:00
9,171,click,2025-02-14 04:35:00
10,57,view,2025-01-03 00:00:00
10,48,view,2025-01-03 00:03:00
10,52,click,2025-01-03 00:04:00
10,48,click,2025-01-03 00:09:00
10,232,click,2025-01-03 00:14:00
10,75,add_to_cart,2025-01-03 00:15:00
10,51,view,2025-01-05 18:16:00
10,47,view,2025-01-05 18:21:00
10,54,view,2025-01-05 18:22:00
10,59,click,2025-01-05 18:25:00
10,87,click,2025-01-05 18:30:00
10,233,add_to_cart,2025-01-05 18:31:00
10,235,click,2025-01-05 18:33:00
10,46,view,2025-01-08 11:37:00
10,60,view,2025-01-08 11:39:00
10,51,click,2025-01-08 11:43:00
10,57,click,2025-01-08 11:45:00
10,150,view,2025-01-08 11:50:00
10,87,click,2025-01-08 11:53:00
10,90,add_to_cart,2025-01-08 11:58:00
11,122,view,2025-01-29 00:00:00
11,128,view,2025-01-29 00:05:00
11,135,view,2025-01-29 00:08:00
11,129,view,2025-01-29 00:12:00
11,259,view,2025-01-29 00:14:00
11,127,click,2025-01-29 00:17:00
11,268,add_to_cart,2025-01-29 00:20:00
11,126,click,2025-01-29 00:25:00
11,132,view,2025-01-30 02:30:00
11,129,view,2025-01-30 02:32:00
11,127,view,2025-01-30 02:35:00
11,124,view,2025-01-30 02:39:00
11,224,click,2025-01-30 02:40:00
11,195,click,2025-01-30 02:44:00
11,261,click,2025-01-30 02:48:00
11,193,add_to_cart,2025-01-30 02:53:00
11,132,view,2025-02-01 23:58:00
11,126,view,2025-02-02 00:00:00
11,126,view,2025-02-02 00:01:00
11,129,click,2025-02-02 00:04:00
11,230,view,2025-02-02 00:07:00
11,227,click,2025-02-02 00:12:00
11,265,add_to_cart,2025-02-02 00:14:00
11,129,click,2025-02-02 00:16:00
11,124,add_to_cart,2025-02-02 00:19:00
11,214,click,2025-02-02 00:23:00
12,56,view,2025-01-05 00:00:00
12,48,view,2025-01-05 00:01:00
12,55,click,2025-01-05 00:06:00
12,59,view,2025-01-05 00:11:00
12,77,click,2025-01-05 00:15:00
12,62,click,2025-01-05 00:19:00
12,48,view,2025-01-06 22:20:00
12,52,view,2025-01-06 22:24:00
12,54,view,2025-01-06 22:26:00
12,46,click,2025-01-06 22:30:00
12,89,view,2025-01-06 22:34:00
12,146,click,2025-01-06 22:37:00
12,67,click,2025-01-06 22:42:00
12,233,add_to_cart,2025-01-06 22:43:00
12,80,view,2025-01-09 02:48:00
12,87,view,2025-01-09 02:49:00
12,81,click,2025-01-09 02:52:00
12,84,view,2025-01-09 02:53:00
12,77,click,2025-01-09 02:58:00
12,136,click,2025-01-09 03:02:00
12,84,click,2025-01-09 03:05:00
13,213,view,2025-02-22 00:00:00
13,221,view,2025-02-22 00:05:00
13,213,view,2025-02-22 00:10:00
13,222,view,2025-02-22 00:13:00
13,186,click,2025-02-22 00:15:00
13,182,click,2025-02-22 00:19:00
13,267,click,2025-02-22 00:20:00
13,190,add_to_cart,2025-02-22 00:23:00
13,211,view,2025-02-24 16:24:00
13,225,view,2025-02-24 16:27:00
13,223,click,2025-02-24 16:29:00
13,213,click,2025-02-24 16:30:00
13,239,click,2025-02-24 16:32:00
13,221,add_to_cart,2025-02-24 16:33:00
13,184,add_to_cart,2025-02-24 16:35:00
13,260,add_to_cart,2025-02-24 16:36:00
13,182,add_to_cart,2025-02-24 16:37:00
14,209,view,2025-02-17 00:00:00
14,198,view,2025-02-17 00:02:00
14,203,view,2025-02-17 00:03:00
14,205,click,2025-02-17 00:04:00
14,207,click,2025-02-17 00:09:00
14,263,click,2025-02-17 00:14:00
14,238,add_to_cart,2025-02-17 00:19:00
14,202,add_to_cart,2025-02-17 00:21:00
14,268,add_to_cart,2025-02-17 00:25:00
14,276,click,2025-02-17 00:26:00
14,278,view,2025-02-19 06:27:00
14,285,view,2025-02-19 06:30:00
14,276,view,2025-02-19 06:34:00
14,280,click,2025-02-19 06:35:00
14,283,click,2025-02-19 06:40:00
14,239,click,2025-02-19 06:45:00
14,199,click,2025-02-19 06:49:00
14,228,add_to_cart,2025-02-19 06:50:00
14,278,click,2025-02-19 06:54:00
14,209,view,2025-02-21 07:56:00
14,199,view,2025-02-21 08:00:00
14,209,click,2025-02-21 08:04:00
14,205,view,2025-02-21 08:09:00
14,230,view,2025-02-21 08:10:00
14,237,add_to_cart,2025-02-21 08:11:00
14,256,add_to_cart,2025-02-21 08:14:00
14,236,add_to_cart,2025-02-21 08:17:00
14,281,click,2025-02-21 08:21:00
15,196,view,2025-02-08 00:00:00
15,203,view,2025-02-08 00:01:00
15,204,click,2025-02-08 00:04:00
15,198,view,2025-02-08 00:09:00
15,75,click,2025-02-08 00:10:00
15,208,add_to_cart,2025-02-08 00:15:00
15,65,add_to_cart,2025-02-08 00:16:00
15,202,add_to_cart,2025-02-08 00:20:00
15,270,add_to_cart,2025-02-08 00:23:00
15,69,view,2025-02-10 05:27:00
15,69,view,2025-02-10 05:31:00
15,70,view,2025-02-10 05:36:00
15,74,click,2025-02-10 05:40:00
15,204,click,2025-02-10 05:44:00
15,249,click,2025-02-10 05:49:00
16,177,view,2025-01-02 00:00:00
16,180,view,2025-01-02 00:01:00
16,176,click,2025-01-02 00:03:00
16,168,view,2025-01-02 00:04:00
16,203,view,2025-01-02 00:07:00
16,207,add_to_cart,2025-01-02 00:11:00
16,209,click,2025-01-02 00:16:00
16,162,click,2025-01-02 00:20:00
16,170,view,2025-01-04 22:21:00
16,173,view,2025-01-04 22:22:00
16,168,click,2025-01-04 22:25:00
16,173,click,2025-01-04 22:27:00
16,176,click,2025-01-04 22:29:00
16,151,click,2025-01-04 22:30:00
16,166,view,2025-01-07 13:33:00
16,168,view,2025-01-07 13:35:00
16,169,click,2025-01-07 13:37:00
16,168,view,2025-01-07 13:39:00
16,152,view,2025-01-07 13:40:00
16,173,add_to_cart,2025-01-07 13:45:00
16,167,add_to_cart,2025-01-07 13:49:00
17,132,view,2025-02-16 00:00:00
17,126,view,2025-02-16 00:05:00
17,130,click,2025-02-16 00:09:00
17,126,click,2025-02-16 00:12:00
17,259,view,2025-02-16 00:13:00
17,259,click,2025-02-16 00:15:00
17,226,add_to_cart,2025-02-16 00:20:00
17,268,click,2025-02-16 00:23:00
17,121,click,2025-02-16 00:26:00
17,236,add_to_cart,2025-02-16 00:31:00
17,236,view,2025-02-18 19:36:00
17,228,view,2025-02-18 19:41:00
17,230,click,2025-02-18 19:43:00
17,233,view,2025-02-18 19:48:00
17,214,click,2025-02-18 19:53:00
17,121,click,2025-02-18 19:54:00
17,135,click,2025-02-18 19:56:00
17,135,add_to_cart,2025-02-18 20:01:00
17,215,click,2025-02-18 20:05:00
18,182,view,2025-01-12 00:00:00
18,192,view,2025-01-12 00:04:00
18,183,click,2025-01-12 00:05:00
18,185,click,2025-01-12 00:08:00
18,224,view,2025-01-12 00:10:00
18,122,add_to_cart,2025-01-12 00:12:00
18,212,add_to_cart,2025-01-12 00:14:00
18,188,view,2025-01-14 08:19:00
18,182,view,2025-01-14 08:23:00
18,184,click,2025-01-14 08:26:00
18,188,click,2025-01-14 08:27:00
18,127,view,2025-01-14 08:29:00
18,190,add_to_cart,2025-01-14 08:33:00
18,122,add_to_cart,2025-01-14 08:36:00
18,182,click,2025-01-14 08:39:00
19,166,view,2025-03-01 00:00:00
19,177,view,2025-03-01 00:03:00
19,173,click,2025-03-01 00:08:00
19,169,click,2025-03-01 00:10:00
19,235,click,2025-03-01 00:14:00
19,169,add_to_cart,2025-03-01 00:18:00
19,177,add_to_cart,2025-03-01 00:20:00
19,145,view,2025-03-03 09:22:00
19,145,view,2025-03-03 09:27:00
19,141,view,2025-03-03 09:30:00
19,143,click,2025-03-03 09:34:00
19,176,click,2025-03-03 09:36:00
19,178,add_to_cart,2025-03-03 09:40:00
19,180,add_to_cart,2025-03-03 09:45:00
19,289,add_to_cart,2025-03-03 09:48:00
19,175,add_to_cart,2025-03-03 09:52:00
19,230,add_to_cart,2025-03-03 09:53:00
20,78,view,2025-01-23 00:00:00
20,87,view,2025-01-23 00:04:00
20,87,view,2025-01-23 00:06:00
20,89,view,2025-01-23 00:08:00
20,250,click,2025-01-23 00:11:00
20,247,click,2025-01-23 00:16:00
20,251,click,2025-01-23 00:18:00
20,55,add_to_cart,2025-01-23 00:23:00
20,82,view,2025-01-25 09:27:00
20,87,view,2025-01-25 09:31:00
20,89,view,2025-01-25 09:34:00
20,82,view,2025-01-25 09:37:00
20,249,view,2025-01-25 09:41:00
20,89,click,2025-01-25 09:43:00
20,83,click,2025-01-25 09:44:00
20,55,click,2025-01-25 09:45:00
21,276,view,2025-02-14 00:00:00
21,279,view,2025-02-14 00:03:00
21,276,view,2025-02-14 00:06:00
21,275,click,2025-02-14 00:09:00
21,276,click,2025-02-14 00:11:00
21,147,click,2025-02-14 00:16:00
21,273,add_to_cart,2025-02-14 00:18:00
21,139,add_to_cart,2025-02-14 00:21:00
21,158,click,2025-02-14 00:24:00
21,273,view,2025-02-15 19:26:00
21,271,view,2025-02-15 19:27:00
21,272,click,2025-02-15 19:29:00
21,284,click,2025-02-15 19:30:00
21,153,view,2025-02-15 19:31:00
21,161,add_to_cart,2025-02-15 19:33:00
21,145,add_to_cart,2025-02-15 19:35:00
21,147,add_to_cart,2025-02-15 19:40:00
21,146,add_to_cart,2025-02-15 19:41:00
21,152,add_to_cart,2025-02-15 19:44:00
21,272,view,2025-02-16 13:48:00
21,277,view,2025-02-16 13:51:00
21,283,view,2025-02-16 13:54:00
21,272,click,2025-02-16 13:55:00
21,283,click,2025-02-16 13:57:00
21,140,add_to_cart,2025-02-16 14:02:00
21,284,click,2025-02-16 14:04:00
22,148,view,2025-01-24 00:00:00
22,137,view,2025-01-24 00:01:00
22,137,click,2025-01-24 00:03:00
22,145,view,2025-01-24 00:07:00
22,146,view,2025-01-24 00:10:00
22,283,click,2025-01-24 00:15:00
22,300,add_to_cart,2025-01-24 00:17:00
22,292,click,2025-01-24 00:18:00
22,289,add_to_cart,2025-01-24 00:23:00
22,200,view,2025-01-26 14:28:00
22,207,view,2025-01-26 14:32:00
22,209,click,2025-01-26 14:35:00
22,206,click,2025-01-26 14:36:00
22,265,click,2025-01-26 14:38:00
22,198,click,2025-01-26 14:43:00
22,149,click,2025-01-26 14:47:00
22,206,click,2025-01-26 14:48:00
22,257,add_to_cart,2025-01-26 14:49:00
22,237,click,2025-01-26 14:54:00
22,180,view,2025-01-28 20:59:00
22,172,view,2025-01-28 21:04:00
22,170,click,2025-01-28 21:06:00
22,175,click,2025-01-28 21:11:00
22,149,click,2025-01-28 21:15:00
22,144,add_to_cart,2025-01-28 21:17:00
22,146,add_to_cart,2025-01-28 21:18:00
22,140,click,2025-01-28 21:22:00
22,176,add_to_cart,2025-01-28 21:23:00
23,79,view,2025-02-01 00:00:00
23,86,view,2025-02-01 00:03:00
23,85,click,2025-02-01 00:08:00
23,77,click,2025-02-01 00:11:00
23,149,click,2025-02-01 00:14:00
23,146,add_to_cart,2025-02-01 00:18:00
23,81,view,2025-02-03 09:19:00
23,87,view,2025-02-03 09:23:00
23,80,click,2025-02-03 09:26:00
23,77,click,2025-02-03 09:31:00
23,137,click,2025-02-03 09:36:00
23,88,click,2025-02-03 09:39:00
23,147,add_to_cart,2025-02-03 09:40:00
23,203,view,2025-02-05 03:44:00
23,201,view,2025-02-05 03:45:00
23,209,view,2025-02-05 03:48:00
23,199,click,2025-02-05 03:53:00
23,84,view,2025-02-05 03:56:00
23,197,add_to_cart,2025-02-05 03:57:00
23,239,add_to_cart,2025-02-05 04:00:00
23,239,add_to_cart,2025-02-05 04:04:00
23,236,add_to_cart,2025-02-05 04:05:00
23,239,add_to_cart,2025-02-05 04:07:00
24,79,view,2025-02-12 00:00:00
24,85,view,2025-02-12 00:01:00
24,86,view,2025-02-12 00:06:00
24,89,click,2025-02-12 00:08:00
24,87,click,2025-02-12 00:13:00
24,82,add_to_cart,2025-02-12 00:18:00
24,87,view,2025-02-12 12:19:00
24,80,view,2025-02-12 12:24:00
24,80,view,2025-02-12 12:28:00
24,80,click,2025-02-12 12:32:00
24,88,click,2025-02-12 12:35:00
24,47,add_to_cart,2025-02-12 12:37:00
24,49,click,2025-02-12 12:39:00
24,78,view,2025-02-13 02:41:00
24,90,view,2025-02-13 02:44:00
24,79,click,2025-02-13 02:48:00
24,85,click,2025-02-13 02:49:00
24,251,click,2025-02-13 02:53:00
24,78,add_to_cart,2025-02-13 02:54:00
24,245,add_to_cart,2025-02-13 02:56:00
24,55,add_to_cart,2025-02-13 03:01:00
25,122,view,2025-02-19 00:00:00
25,135,view,2025-02-19 00:04:00
25,127,view,2025-02-19 00:05:00
25,130,click,2025-02-19 00:07:00
25,191,click,2025-02-19 00:10:00
25,184,click,2025-02-19 00:13:00
25,182,add_to_cart,2025-02-19 00:14:00
25,269,view,2025-02-21 11:15:00
25,260,view,2025-02-21 11:19:00
25,270,click,2025-02-21 11:24:00
25,265,view,2025-02-21 11:25:00
25,121,click,2025-02-21 11:28:00
25,121,click,2025-02-21 11:31:00
25,224,add_to_cart,2025-02-21 11:34:00
25,258,click,2025-02-21 11:35:00
25,222,click,2025-02-21 11:36:00
25,261,view,2025-02-22 02:41:00
25,268,view,2025-02-22 02:45:00
25,264,click,2025-02-22 02:49:00
25,268,view,2025-02-22 02:51:00
25,122,click,2025-02-22 02:52:00
25,257,click,2025-02-22 02:53:00
25,131,add_to_cart,2025-02-22 02:56:00
25,123,add_to_cart,2025-02-22 03:01:00
25,215,click,2025-02-22 03:04:00
26,202,view,2025-02-21 00:00:00
26,198,view,2025-02-21 00:05:00
26,209,click,2025-02-21 00:07:00
26,196,view,2025-02-21 00:10:00
26,146,click,2025-02-21 00:15:00
26,239,click,2025-02-21 00:16:00
26,226,view,2025-02-23 06:21:00
26,238,view,2025-02-23 06:23:00
26,231,click,2025-02-23 06:27:00
26,234,click,2025-02-23 06:29:00
26,236,click,2025-02-23 06:32:00
26,235,click,2025-02-23 06:37:00
26,231,click,2025-02-23 06:41:00
26,207,click,2025-02-23 06:46:00
26,230,add_to_cart,2025-02-23 06:49:00
27,272,view,2025-02-12 00:00:00
27,278,view,2025-02-12 00:04:00
27,274,click,2025-02-12 00:07:00
27,281,click,2025-02-12 00:11:00
27,134,view,2025-02-12 00:12:00
27,275,click,2025-02-12 00:16:00
27,122,view,2025-02-14 21:17:00
27,131,view,2025-02-14 21:22:00
27,129,view,2025-02-14 21:24:00
27,124,click,2025-02-14 21:28:00
27,268,click,2025-02-14 21:29:00
27,262,add_to_cart,2025-02-14 21:30:00
27,258,click,2025-02-14 21:33:00
27,261,add_to_cart,2025-02-14 21:38:00
27,127,view,2025-02-17 16:42:00
27,123,view,2025-02-17 16:45:00
27,122,view,2025-02-17 16:47:00
27,130,view,2025-02-17 16:48:00
27,276,click,2025-02-17 16:52:00
27,132,add_to_cart,2025-02-17 16:57:00
27,260,add_to_cart,2025-02-17 16:58:00
27,124,add_to_cart,2025-02-17 17:02:00
28,233,view,2025-01-05 00:00:00
28,230,view,2025-01-05 00:03:00
28,227,view,2025-01-05 00:07:00
28,233,view,2025-01-05 00:08:00
28,234,click,2025-01-05 00:12:00
28,128,click,2025-01-05 00:17:00
28,230,view,2025-01-07 07:18:00
28,236,view,2025-01-07 07:21:00
28,228,view,2025-01-07 07:26:00
28,238,view,2025-01-07 07:28:00
28,134,click,2025-01-07 07:31:00
28,226,click,2025-01-07 07:33:00
29,257,view,2025-01-08 00:00:00
29,260,view,2025-01-08 00:03:00
29,260,click,2025-01-08 00:06:00
29,259,click,2025-01-08 00:09:00
29,265,click,2025-01-08 00:12:00
29,269,add_to_cart,2025-01-08 00:16:00
29,266,add_to_cart,2025-01-08 00:17:00
29,268,view,2025-01-10 21:22:00
29,267,view,2025-01-10 21:24:00
29,266,click,2025-01-10 21:29:00
29,269,click,2025-01-10 21:30:00
29,267,click,2025-01-10 21:33:00
29,134,click,2025-01-10 21:35:00
29,185,click,2025-01-10 21:37:00
29,259,click,2025-01-10 21:41:00
29,181,view,2025-01-13 07:43:00
29,187,view,2025-01-13 07:47:00
29,183,click,2025-01-13 07:49:00
29,190,click,2025-01-13 07:52:00
29,128,click,2025-01-13 07:55:00
29,128,add_to_cart,2025-01-13 07:58:00
30,234,view,2025-01-04 00:00:00
30,229,view,2025-01-04 00:05:00
30,236,view,2025-01-04 00:08:00
30,233,click,2025-01-04 00:11:00
30,166,view,2025-01-04 00:12:00
30,202,click,2025-01-04 00:17:00
30,233,add_to_cart,2025-01-04 00:20:00
30,208,view,2025-01-04 21:22:00
30,198,view,2025-01-04 21:25:00
30,197,click,2025-01-04 21:28:00
30,198,view,2025-01-04 21:29:00
30,264,click,2025-01-04 21:31:00
30,238,add_to_cart,2025-01-04 21:34:00
30,269,click,2025-01-04 21:39:00
30,166,view,2025-01-06 02:42:00
30,170,view,2025-01-06 02:45:00
30,178,view,2025-01-06 02:49:00
30,177,view,2025-01-06 02:52:00
30,175,click,2025-01-06 02:56:00
30,168,click,2025-01-06 03:00:00
30,200,add_to_cart,2025-01-06 03:05:00
30,197,add_to_cart,2025-01-06 03:07:00
30,200,add_to_cart,2025-01-06 03:12:00
31,270,view,2025-02-15 00:00:00
31,256,view,2025-02-15 00:01:00
31,264,view,2025-02-15 00:02:00
31,257,view,2025-02-15 00:05:00
31,187,view,2025-02-15 00:09:00
31,266,click,2025-02-15 00:10:00
31,236,add_to_cart,2025-02-15 00:14:00
31,266,view,2025-02-17 08:16:00
31,256,view,2025-02-17 08:17:00
31,262,click,2025-02-17 08:18:00
31,268,view,2025-02-17 08:20:00
31,237,view,2025-02-17 08:22:00
31,259,click,2025-02-17 08:23:00
31,270,click,2025-02-17 08:26:00
31,268,add_to_cart,2025-02-17 08:31:00
32,120,view,2025-01-25 00:00:00
32,120,view,2025-01-25 00:03:00
32,108,view,2025-01-25 00:06:00
32,120,click,2025-01-25 00:09:00
32,18,click,2025-01-25 00:11:00
32,116,click,2025-01-25 00:12:00
32,59,add_to_cart,2025-01-25 00:15:00
32,27,add_to_cart,2025-01-25 00:18:00
32,71,add_to_cart,2025-01-25 00:21:00
32,64,view,2025-01-25 23:26:00
32,65,view,2025-01-25 23:28:00
32,63,view,2025-01-25 23:29:00
32,65,click,2025-01-25 23:30:00
32,62,view,2025-01-25 23:31:00
32,46,add_to_cart,2025-01-25 23:34:00
32,66,click,2025-01-25 23:37:00
32,56,add_to_cart,2025-01-25 23:42:00
32,51,click,2025-01-25 23:47:00
32,113,click,2025-01-25 23:49:00
32,112,view,2025-01-27 13:54:00
32,115,view,2025-01-27 13:58:00
32,115,click,2025-01-27 13:59:00
32,112,click,2025-01-27 14:00:00
32,41,view,2025-01-27 14:05:00
32,108,add_to_cart,2025-01-27 14:07:00
32,118,add_to_cart,2025-01-27 14:08:00
32,60,add_to_cart,2025-01-27 14:10:00
32,42,add_to_cart,2025-01-27 14:15:00
33,214,view,2025-01-20 00:00:00
33,220,view,2025-01-20 00:03:00
33,219,click,2025-01-20 00:07:00
33,220,view,2025-01-20 00:11:00
33,185,view,2025-01-20 00:12:00
33,182,add_to_cart,2025-01-20 00:13:00
33,223,view,2025-01-22 18:17:00
33,216,view,2025-01-22 18:20:00
33,214,click,2025-01-22 18:23:00
33,211,click,2025-01-22 18:27:00
33,194,view,2025-01-22 18:28:00
33,189,add_to_cart,2025-01-22 18:33:00
33,214,click,2025-01-22 18:37:00
33,182,click,2025-01-22 18:40:00
34,141,view,2025-02-02 00:00:00
34,144,view,2025-02-02 00:04:00
34,136,view,2025-02-02 00:07:00
34,138,click,2025-02-02 00:09:00
34,170,view,2025-02-02 00:10:00
34,283,click,2025-02-02 00:13:00
34,241,view,2025-02-03 18:15:00
34,244,view,2025-02-03 18:18:00
34,249,view,2025-02-03 18:20:00
34,253,click,2025-02-03 18:23:00
34,248,click,2025-02-03 18:27:00
34,210,add_to_cart,2025-02-03 18:29:00
34,139,view,2025-02-05 21:34:00
34,136,view,2025-02-05 21:35:00
34,142,view,2025-02-05 21:39:00
34,144,view,2025-02-05 21:41:00
34,246,view,2025-02-05 21:44:00
34,278,click,2025-02-05 21:49:00
34,170,click,2025-02-05 21:50:00
34,299,click,2025-02-05 21:52:00
34,207,click,2025-02-05 21:55:00
34,277,add_to_cart,2025-02-05 21:57:00
35,198,view,2025-02-14 00:00:00
35,210,view,2025-02-14 00:04:00
35,205,click,2025-02-14 00:08:00
35,199,click,2025-02-14 00:11:00
35,229,click,2025-02-14 00:16:00
35,257,click,2025-02-14 00:21:00
35,265,click,2025-02-14 00:23:00
35,238,click,2025-02-14 00:26:00
35,204,view,2025-02-15 18:30:00
